"Dist Code","Year","State Code","State Name","Dist Name","CANALS AREA (1000 ha)","TANKS AREA (1000 ha)","TUBE WELLS AREA (1000 ha)","OTHER WELLS AREA (1000 ha)","TOTAL WELLS AREA (1000 ha)","OTHER SOURCES AREA (1000 ha)","NET AREA (1000 ha)","GROSS AREA (1000 ha)"
"130","1966","3","Gujarat","Junagadh","2.8","0.0","0.0","75.19","75.19","0.0","78.0","85.8"
"130","1967","3","Gujarat","Junagadh","3.9","0.0","0.0","85.6","85.6","0.0","89.5","98.5"
"130","1968","3","Gujarat","Junagadh","2.6","0.0","0.0","91.2","91.2","0.0","93.8","101.2"
"130","1969","3","Gujarat","Junagadh","2.5","0.0","0.0","84.0","84.0","0.0","86.5","100.5"
"130","1970","3","Gujarat","Junagadh","2.8","0.0","0.0","102.2","102.2","0.0","105.0","118.7"
"130","1971","3","Gujarat","Junagadh","2.3","0.1","0.0","99.1","99.1","0.0","101.5","111.7"
"130","1972","3","Gujarat","Junagadh","1.6","0.0","0.0","81.0","81.0","0.0","82.6","93.0"
"130","1973","3","Gujarat","Junagadh","0.9","0.0","0.0","87.9","87.9","0.0","88.8","96.1"
"130","1974","3","Gujarat","Junagadh","1.6","0.0","0.0","59.3","59.3","0.0","60.9","67.8"
"130","1975","3","Gujarat","Junagadh","3.5","0.0","0.0","67.0","67.0","0.0","70.5","78.2"
"130","1976","3","Gujarat","Junagadh","2.7","0.0","0.0","77.3","77.3","0.0","80.0","87.6"
"130","1977","3","Gujarat","Junagadh","3.3","0.0","0.0","87.0","87.0","0.0","90.3","96.9"
"130","1978","3","Gujarat","Junagadh","4.8","0.0","0.0","89.6","88.6","0.0","95.0","100.9"
"130","1979","3","Gujarat","Junagadh","3.7","0.0","0.0","95.8","95.8","0.0","99.5","110.1"
"130","1980","3","Gujarat","Junagadh","4.3","0.0","0.0","110.7","110.7","0.0","115.0","135.6"
"130","1981","3","Gujarat","Junagadh","4.0","0.0","0.0","115.5","115.5","0.0","119.5","148.8"
"130","1982","3","Gujarat","Junagadh","3.8","0.0","0.0","124.5","124.5","0.0","128.3","154.4"
"130","1983","3","Gujarat","Junagadh","6.1","0.0","0.0","130.3","130.3","0.0","136.4","180.7"
"130","1984","3","Gujarat","Junagadh","3.1","0.0","0.0","130.8","130.8","0.0","133.9","161.9"
"130","1985","3","Gujarat","Junagadh","5.4","0.0","0.0","75.3","75.3","0.0","80.7","103.3"
"130","1986","3","Gujarat","Junagadh","5.3","0.0","0.0","86.9","86.9","0.0","92.2","98.3"
"130","1987","3","Gujarat","Junagadh","0.0","0.0","0.0","49.4","49.4","0.0","49.4","60.3"
"130","1988","3","Gujarat","Junagadh","6.4","0.0","0.0","109.8","109.8","0.0","116.2","133.8"
"130","1989","3","Gujarat","Junagadh","10.7","0.0","0.0","96.0","96.0","0.0","106.7","115.2"
"130","1990","3","Gujarat","Junagadh","7.5","0.0","0.0","102.5","102.5","0.0","110.0","122.3"
"130","1991","3","Gujarat","Junagadh","7.5","0.0","0.0","83.0","83.0","0.0","90.5","99.5"
"130","1992","3","Gujarat","Junagadh","7.5","0.0","0.0","112.2","112.2","0.0","119.7","132.2"
"130","1993","3","Gujarat","Junagadh","7.6","0.0","0.0","88.8","88.8","0.0","96.4","108.8"
"130","1994","3","Gujarat","Junagadh","0.0","7.63","0.0","141.52","141.52","0.0","149.1","165.7"
"130","1995","3","Gujarat","Junagadh","13.32","0.0","0.0","127.29","127.29","0.0","140.6","147.8"
"130","1996","3","Gujarat","Junagadh","13.9","0.0","0.0","132.95","132.95","0.0","146.9","154.7"
"130","1997","3","Gujarat","Junagadh","10.53","0.0","0.0","122.28","122.28","0.0","132.8","139.3"
"130","1998","3","Gujarat","Junagadh","12.2","0.0","0.0","140.2","140.2","0.0","152.4","161.8"
"130","1999","3","Gujarat","Junagadh","0.0","0.0","0.0","131.3","131.3","0.0","131.3","133.2"
"130","2000","3","Gujarat","Junagadh","0.0","0.0","0.0","94.5","94.5","0.0","94.5","124.2"
"130","2001","3","Gujarat","Junagadh","7.9","0.0","0.0","131.0","131.0","0.0","138.9","173.9"
"130","2002","3","Gujarat","Junagadh","2.2","0.0","0.0","106.0","106.0","0.0","108.2","131.8"
"130","2003","3","Gujarat","Junagadh","11.5","0.0","0.0","185.3","185.3","0.0","196.8","241.6"
"130","2004","3","Gujarat","Junagadh","16.3","0.9","0.3","202.3","202.6","1.3","221.1","283.7"
"130","2005","3","Gujarat","Junagadh","19.4","1.0","0.5","255.4","255.9","1.5","277.82","348.06"
"130","2006","3","Gujarat","Junagadh","18.7","0.5","0.5","302.2","302.7","4.4","326.32","445.32"
"130","2007","3","Gujarat","Junagadh","19.5","0.2","0.0","341.5","341.5","4.2","365.4","494.4"
"130","2008","3","Gujarat","Junagadh","7.7","0.1","17.8","188.0","205.8","41.9","255.5","489.1"
"130","2009","3","Gujarat","Junagadh","19.3","2.4","25.6","169.3","194.9","29.8","246.2","391.8"
"130","2010","3","Gujarat","Junagadh","46.6","1.9","0.0","299.0","299.0","42.8","390.4","507.6"
"130","2011","3","Gujarat","Junagadh","2.1","1.9","14.8","315.1","329.9","58.2","392.2","496.9"
"130","2014","3","Gujarat","Junagadh","8.4","0.1","28.0","197.4","225.4","42.8","276.7","484.5"
"130","2015","3","Gujarat","Junagadh","1.4","0.8","21.6","200.5","222.1","83.2","307.5","439.1"
"130","2016","3","Gujarat","Junagadh","1.4","2.0","79.3","177.7","257.0","65.2","325.7","462.7"
"130","2017","3","Gujarat","Junagadh","11.6","2.1","12.6","223.9","236.5","69.4","319.7","478.8"
"131","1966","3","Gujarat","Kheda","24.7","3.9","0.0","72.6","72.6","2.1","103.3","107.5"
"131","1967","3","Gujarat","Kheda","42.8","4.2","2.6","61.2","63.8","1.0","111.8","115.2"
"131","1968","3","Gujarat","Kheda","48.6","1.7","3.4","61.7","65.1","0.4","115.8","121.3"
"131","1969","3","Gujarat","Kheda","56.5","2.1","5.8","58.7","64.5","0.3","123.4","129.9"
"131","1970","3","Gujarat","Kheda","55.3","6.2","6.5","59.3","65.8","1.8","129.1","150.6"
"131","1971","3","Gujarat","Kheda","60.6","5.9","5.7","75.5","81.2","1.5","149.2","174.4"
"131","1972","3","Gujarat","Kheda","58.2","3.7","7.9","76.5","84.4","0.9","147.2","179.5"
"131","1973","3","Gujarat","Kheda","52.9","2.4","11.0","81.0","92.0","0.3","147.6","182.9"
"131","1974","3","Gujarat","Kheda","53.4","2.2","12.6","96.4","109.0","0.2","164.8","199.7"
"131","1975","3","Gujarat","Kheda","60.2","2.9","11.7","93.9","105.6","0.1","168.8","204.7"
"131","1976","3","Gujarat","Kheda","61.0","3.3","12.2","100.0","112.2","0.1","176.6","215.7"
"131","1977","3","Gujarat","Kheda","60.2","3.4","12.7","109.6","122.3","0.2","186.1","229.1"
"131","1978","3","Gujarat","Kheda","68.6","3.7","14.4","105.8","120.2","0.2","193.5","237.2"
"131","1979","3","Gujarat","Kheda","61.3","3.8","15.3","113.1","128.4","0.2","193.7","243.4"
"131","1980","3","Gujarat","Kheda","67.3","3.8","19.1","113.8","132.9","0.2","204.2","255.3"
"131","1981","3","Gujarat","Kheda","86.0","3.8","19.2","106.7","125.9","0.6","216.3","288.8"
"131","1982","3","Gujarat","Kheda","97.5","3.9","24.3","102.9","127.2","0.7","229.3","307.3"
"131","1983","3","Gujarat","Kheda","96.5","3.8","23.2","109.0","132.2","0.0","232.5","313.8"
"131","1984","3","Gujarat","Kheda","106.1","3.7","23.2","111.0","134.2","0.4","244.4","311.6"
"131","1985","3","Gujarat","Kheda","88.1","2.6","22.1","97.5","119.6","0.1","210.4","280.4"
"131","1986","3","Gujarat","Kheda","95.8","3.8","28.9","99.4","128.3","0.1","228.0","287.6"
"131","1987","3","Gujarat","Kheda","93.1","3.3","27.7","104.1","131.8","0.2","228.4","293.5"
"131","1988","3","Gujarat","Kheda","107.9","4.0","30.0","111.8","141.8","0.0","253.7","311.8"
"131","1989","3","Gujarat","Kheda","106.7","4.2","30.6","109.0","139.6","0.0","250.5","325.3"
"131","1990","3","Gujarat","Kheda","105.1","4.5","32.1","112.5","144.6","0.0","254.2","326.1"
"131","1991","3","Gujarat","Kheda","108.4","4.7","36.8","122.5","159.3","0.0","272.4","352.2"
"131","1992","3","Gujarat","Kheda","110.8","4.9","40.5","110.8","151.3","0.0","267.0","353.3"
"131","1993","3","Gujarat","Kheda","111.5","5.7","44.3","111.8","156.1","0.0","273.3","370.5"
"131","1994","3","Gujarat","Kheda","115.22","5.82","46.52","127.03","173.54","0.0","295.1","394.3"
"131","1995","3","Gujarat","Kheda","152.94","6.07","42.84","105.97","148.8","0.0","307.8","412.9"
"131","1996","3","Gujarat","Kheda","138.71","6.44","43.76","118.79","162.54","0.0","307.7","412.9"
"131","1997","3","Gujarat","Kheda","146.34","6.61","43.62","123.38","167.0","0.0","321.0","424.2"
"131","1998","3","Gujarat","Kheda","141.0","6.4","43.1","117.8","160.9","0.0","308.3","404.8"
"131","1999","3","Gujarat","Kheda","144.2","5.9","46.9","125.9","172.8","0.0","322.9","421.6"
"131","2000","3","Gujarat","Kheda","49.2","5.2","70.0","136.5","206.5","0.0","260.9","324.1"
"131","2001","3","Gujarat","Kheda","69.7","4.4","75.5","120.8","196.3","0.0","270.4","333.0"
"131","2002","3","Gujarat","Kheda","77.9","2.8","88.6","126.4","215.0","0.0","295.7","370.6"
"131","2003","3","Gujarat","Kheda","129.3","5.5","107.0","138.2","245.2","0.0","380.0","487.0"
"131","2004","3","Gujarat","Kheda","135.0","7.3","125.4","129.6","255.0","2.1","399.4","541.0"
"131","2005","3","Gujarat","Kheda","175.3","9.0","108.5","113.0","221.5","9.1","414.91","534.65"
"131","2006","3","Gujarat","Kheda","163.2","7.4","105.9","109.7","215.6","7.9","394.14","524.97"
"131","2007","3","Gujarat","Kheda","135.5","7.9","104.2","110.6","214.8","18.1","376.3","546.8"
"131","2008","3","Gujarat","Kheda","144.8","30.8","97.0","59.7","156.7","20.1","352.4","548.3"
"131","2009","3","Gujarat","Kheda","130.1","12.5","153.8","110.4","264.2","17.0","423.9","598.2"
"131","2010","3","Gujarat","Kheda","129.6","21.2","129.8","104.6","234.4","34.5","419.6","604.8"
"131","2011","3","Gujarat","Kheda","177.3","26.0","124.8","75.8","200.6","28.3","432.2","617.2"
"131","2014","3","Gujarat","Kheda","138.2","28.19","115.86","69.66","185.52","60.23","412.14","722.44"
"131","2015","3","Gujarat","Kheda","154.59","24.97","133.43","74.8","208.23","22.29","409.87","737.55"
"131","2016","3","Gujarat","Kheda","159.33","28.23","120.96","75.26","196.22","32.09","416.11","746.55"
"131","2017","3","Gujarat","Kheda","157.15","25.51","119.26","68.17","187.42","28.47","398.55","750.79"
"132","1966","3","Gujarat","Kutch","4.6","1.0","0.0","29.34","29.34","0.2","35.1","42.0"
"132","1967","3","Gujarat","Kutch","9.5","0.0","0.0","32.5","32.5","0.1","42.1","52.2"
"132","1968","3","Gujarat","Kutch","6.0","0.0","0.3","48.3","48.6","0.3","54.7","65.5"
"132","1969","3","Gujarat","Kutch","4.9","0.0","0.5","47.7","48.2","0.2","53.3","61.8"
"132","1970","3","Gujarat","Kutch","8.2","0.0","1.0","40.6","41.6","0.0","49.8","65.9"
"132","1971","3","Gujarat","Kutch","8.5","0.0","0.9","46.8","47.7","0.0","56.2","64.5"
"132","1972","3","Gujarat","Kutch","3.2","0.0","1.4","50.3","51.7","0.0","54.9","70.8"
"132","1973","3","Gujarat","Kutch","3.2","0.0","1.5","56.5","58.0","0.0","61.2","72.0"
"132","1974","3","Gujarat","Kutch","1.2","0.0","1.0","50.2","51.2","0.0","52.4","62.8"
"132","1975","3","Gujarat","Kutch","8.2","0.0","2.5","44.4","46.9","0.0","55.1","66.7"
"132","1976","3","Gujarat","Kutch","14.7","0.0","2.4","38.8","41.2","0.0","55.9","67.3"
"132","1977","3","Gujarat","Kutch","11.3","0.0","0.9","42.8","43.7","0.0","55.0","67.3"
"132","1978","3","Gujarat","Kutch","9.8","0.0","0.8","41.3","42.1","0.0","51.8","64.7"
"132","1979","3","Gujarat","Kutch","12.5","0.0","1.0","40.6","41.6","0.0","54.1","71.8"
"132","1980","3","Gujarat","Kutch","14.5","0.0","1.2","41.2","42.4","0.0","56.9","71.6"
"132","1981","3","Gujarat","Kutch","15.0","0.0","1.8","30.6","32.4","0.0","47.4","73.6"
"132","1982","3","Gujarat","Kutch","17.1","0.0","0.8","35.4","36.2","0.0","53.3","82.7"
"132","1983","3","Gujarat","Kutch","17.5","0.0","1.9","34.2","36.1","0.0","53.6","81.4"
"132","1984","3","Gujarat","Kutch","9.5","0.0","0.6","46.4","47.0","0.0","56.5","84.7"
"132","1985","3","Gujarat","Kutch","8.3","0.0","0.9","41.9","42.8","0.0","51.1","74.8"
"132","1986","3","Gujarat","Kutch","0.5","0.0","0.9","50.9","51.8","0.0","52.3","75.7"
"132","1987","3","Gujarat","Kutch","0.0","0.0","1.0","46.8","47.8","0.0","47.8","70.6"
"132","1988","3","Gujarat","Kutch","12.7","0.0","2.1","69.9","72.0","0.0","84.7","113.2"
"132","1989","3","Gujarat","Kutch","10.4","0.0","2.3","61.3","63.6","0.0","74.0","96.9"
"132","1990","3","Gujarat","Kutch","9.3","0.0","4.4","38.4","42.8","0.0","52.1","98.5"
"132","1991","3","Gujarat","Kutch","0.4","0.0","1.9","56.0","57.9","0.0","58.3","102.2"
"132","1992","3","Gujarat","Kutch","12.1","0.0","1.4","67.9","69.3","0.0","81.4","141.1"
"132","1993","3","Gujarat","Kutch","6.8","0.0","3.0","79.2","82.2","0.0","89.0","123.3"
"132","1994","3","Gujarat","Kutch","21.13","0.0","0.8","88.72","89.52","0.0","110.7","136.8"
"132","1995","3","Gujarat","Kutch","4.91","0.0","0.0","105.14","105.14","0.0","110.9","142.2"
"132","1996","3","Gujarat","Kutch","1.31","0.0","1.62","104.79","106.41","0.0","108.3","136.8"
"132","1997","3","Gujarat","Kutch","9.94","0.0","0.94","102.8","103.74","0.0","114.4","148.0"
"132","1998","3","Gujarat","Kutch","5.4","0.0","1.9","118.5","120.4","1.9","127.7","167.5"
"132","1999","3","Gujarat","Kutch","9.7","0.0","2.3","114.3","116.6","5.0","131.3","187.0"
"132","2000","3","Gujarat","Kutch","13.3","0.0","2.2","126.5","128.7","0.0","142.0","176.9"
"132","2001","3","Gujarat","Kutch","8.3","0.0","4.4","158.7","163.1","0.0","171.4","198.9"
"132","2002","3","Gujarat","Kutch","0.3","0.0","0.0","180.5","180.5","0.0","180.8","199.5"
"132","2003","3","Gujarat","Kutch","25.0","0.0","0.0","154.0","154.0","0.0","178.1","222.3"
"132","2004","3","Gujarat","Kutch","22.1","0.0","1.3","115.3","116.6","0.0","138.7","160.4"
"132","2005","3","Gujarat","Kutch","23.6","0.3","4.0","114.9","118.9","0.3","143.08","163.48"
"132","2006","3","Gujarat","Kutch","21.3","0.3","6.3","135.9","142.2","0.4","164.23","209.28"
"132","2007","3","Gujarat","Kutch","21.5","0.3","6.4","135.9","142.3","0.4","164.5","195.5"
"132","2008","3","Gujarat","Kutch","29.2","0.3","111.1","49.4","160.5","0.7","190.8","256.8"
"132","2009","3","Gujarat","Kutch","28.9","0.3","161.6","34.9","196.5","0.7","226.4","270.0"
"132","2010","3","Gujarat","Kutch","32.8","0.5","69.4","85.0","154.4","2.6","190.3","235.0"
"132","2011","3","Gujarat","Kutch","35.0","4.7","127.7","13.1","140.8","5.9","186.4","371.6"
"132","2014","3","Gujarat","Kutch","16.4","21.6","122.8","17.5","140.3","1.2","179.6","258.4"
"132","2015","3","Gujarat","Kutch","41.1","15.7","108.9","17.1","126.0","7.0","189.8","271.9"
"132","2016","3","Gujarat","Kutch","27.1","15.1","116.7","8.8","125.5","22.2","189.9","272.5"
"132","2017","3","Gujarat","Kutch","38.1","12.6","93.5","35.3","128.8","11.3","190.8","276.2"
"133","1966","3","Gujarat","Mehsana","3.4","1.9","0.0","168.36","168.36","0.8","174.4","176.8"
"133","1967","3","Gujarat","Mehsana","6.0","1.0","33.54","132.14","165.68","0.6","173.2","179.1"
"133","1968","3","Gujarat","Mehsana","4.8","1.0","39.04","138.14","177.18","0.7","183.6","191.1"
"133","1969","3","Gujarat","Mehsana","2.8","0.4","53.79","130.23","184.02","0.0","187.1","196.3"
"133","1970","3","Gujarat","Mehsana","5.4","1.1","64.92","134.09","199.01","0.0","205.4","212.6"
"133","1971","3","Gujarat","Mehsana","5.3","1.0","68.89","127.83","196.72","0.0","202.9","212.5"
"133","1972","3","Gujarat","Mehsana","5.3","0.8","84.14","114.18","198.32","0.0","204.3","244.5"
"133","1973","3","Gujarat","Mehsana","5.4","1.1","86.56","134.91","221.47","0.0","227.9","267.5"
"133","1974","3","Gujarat","Mehsana","5.4","0.5","110.98","144.38","255.36","0.0","261.1","307.7"
"133","1975","3","Gujarat","Mehsana","5.5","0.5","119.66","148.51","268.17","0.0","274.0","323.0"
"133","1976","3","Gujarat","Mehsana","5.6","7.1","124.41","142.97","267.38","0.0","279.9","332.8"
"133","1977","3","Gujarat","Mehsana","5.6","7.1","140.82","130.83","271.65","0.0","284.2","338.7"
"133","1978","3","Gujarat","Mehsana","5.7","9.4","155.62","126.73","282.35","0.0","296.7","346.4"
"133","1979","3","Gujarat","Mehsana","5.5","6.9","158.41","124.94","283.35","0.0","295.7","351.2"
"133","1980","3","Gujarat","Mehsana","5.7","5.1","164.07","121.69","285.76","0.0","296.6","356.7"
"133","1981","3","Gujarat","Mehsana","7.1","6.2","181.92","111.99","293.91","0.0","307.2","368.9"
"133","1982","3","Gujarat","Mehsana","9.8","7.2","187.76","110.55","298.31","0.0","315.3","380.5"
"133","1983","3","Gujarat","Mehsana","7.4","0.8","188.41","89.19","277.6","0.0","285.8","391.9"
"133","1984","3","Gujarat","Mehsana","16.4","0.6","188.64","88.78","277.42","0.0","294.4","416.2"
"133","1985","3","Gujarat","Mehsana","10.4","5.8","192.66","100.89","293.55","0.0","309.7","425.5"
"133","1986","3","Gujarat","Mehsana","5.9","0.3","193.16","77.77","270.93","0.0","277.1","397.5"
"133","1987","3","Gujarat","Mehsana","4.8","0.2","198.25","63.52","261.77","0.0","266.8","388.4"
"133","1988","3","Gujarat","Mehsana","25.2","0.3","229.05","51.15","280.2","0.0","305.7","425.8"
"133","1989","3","Gujarat","Mehsana","17.5","0.6","246.33","48.12","294.45","0.0","312.5","441.7"
"133","1990","3","Gujarat","Mehsana","21.4","0.5","244.99","44.82","289.81","0.0","311.71","443.9"
"133","1991","3","Gujarat","Mehsana","28.9","0.4","260.81","42.4","303.21","0.0","332.51","463.89"
"133","1992","3","Gujarat","Mehsana","31.9","0.5","270.38","65.19","335.57","0.0","367.97","506.33"
"133","1993","3","Gujarat","Mehsana","31.2","0.6","273.15","66.86","340.01","0.0","371.81","485.84"
"133","1994","3","Gujarat","Mehsana","33.54","0.0","301.45","62.96","364.42","0.0","397.94","518.04"
"133","1995","3","Gujarat","Mehsana","21.51","0.4","322.9","64.43","387.33","0.0","409.21","522.79"
"133","1996","3","Gujarat","Mehsana","11.97","0.27","328.24","68.2","396.43","0.0","408.73","520.91"
"133","1997","3","Gujarat","Mehsana","25.95","0.51","321.9","55.87","377.78","0.0","404.23","520.16"
"133","1998","3","Gujarat","Mehsana","12.1","0.0","341.84","46.3","388.14","0.0","400.24","511.92"
"133","1999","3","Gujarat","Mehsana","0.0","0.7","325.34","47.1","372.44","0.0","373.14","474.39"
"133","2000","3","Gujarat","Mehsana","0.0","0.5","336.95","33.14","370.09","0.0","370.59","465.47"
"133","2001","3","Gujarat","Mehsana","0.0","0.2","338.95","29.04","368.0","0.0","368.19","463.44"
"133","2002","3","Gujarat","Mehsana","0.0","0.2","321.92","25.82","347.73","0.0","347.93","448.5"
"133","2003","3","Gujarat","Mehsana","11.3","0.3","304.47","26.3","330.77","0.4","342.77","415.31"
"133","2004","3","Gujarat","Mehsana","15.94","1.14","278.09","30.63","308.72","3.42","329.22","413.16"
"133","2005","3","Gujarat","Mehsana","24.7","2.81","302.83","43.47","346.3","2.66","376.49","464.08"
"133","2006","3","Gujarat","Mehsana","31.33","2.65","296.11","34.73","330.84","27.35","392.04","484.9"
"133","2007","3","Gujarat","Mehsana","31.23","2.39","321.91","38.29","360.2","17.35","411.15","495.43"
"133","2008","3","Gujarat","Mehsana","20.05","1.68","179.57","25.98","205.55","12.5","239.89","525.01"
"133","2009","3","Gujarat","Mehsana","30.85","1.8","325.76","37.36","363.13","14.34","409.88","548.62"
"133","2010","3","Gujarat","Mehsana","24.4","1.98","283.33","56.57","339.9","24.27","390.46","556.5"
"133","2011","3","Gujarat","Mehsana","18.05","2.4","330.08","27.98","358.06","27.24","405.76","626.76"
"133","2014","3","Gujarat","Mehsana","56.43","9.3","333.66","9.58","343.16","25.3","434.28","672.56"
"133","2015","3","Gujarat","Mehsana","89.15","6.5","426.08","8.5","434.58","25.6","555.74","721.61"
"133","2016","3","Gujarat","Mehsana","115.27","11.4","392.33","9.1","401.43","32.5","560.6","733.16"
"133","2017","3","Gujarat","Mehsana","92.89","6.4","386.27","18.0","404.27","40.48","544.14","736.4"
"134","1966","3","Gujarat","Panchmahal","1.9","2.6","0.0","7.37","7.37","0.0","11.9","12.0"
"134","1967","3","Gujarat","Panchmahal","4.1","2.8","0.0","9.7","9.7","0.0","16.6","16.6"
"134","1968","3","Gujarat","Panchmahal","3.6","1.6","0.0","10.8","10.8","0.2","16.2","16.2"
"134","1969","3","Gujarat","Panchmahal","4.4","2.6","0.0","13.1","13.1","0.4","20.5","20.6"
"134","1970","3","Gujarat","Panchmahal","7.9","2.0","0.0","15.4","15.4","0.6","25.9","26.6"
"134","1971","3","Gujarat","Panchmahal","6.2","4.3","0.0","17.7","17.7","0.9","29.1","30.7"
"134","1972","3","Gujarat","Panchmahal","6.1","3.5","0.0","13.3","13.3","0.5","23.4","24.1"
"134","1973","3","Gujarat","Panchmahal","4.2","3.4","0.0","17.2","17.2","0.6","25.4","27.8"
"134","1974","3","Gujarat","Panchmahal","4.2","3.3","0.0","18.2","18.2","0.7","26.4","28.1"
"134","1975","3","Gujarat","Panchmahal","4.7","3.3","0.0","20.1","20.1","0.6","28.7","31.2"
"134","1976","3","Gujarat","Panchmahal","3.8","3.8","0.0","21.8","21.8","0.7","31.1","33.2"
"134","1977","3","Gujarat","Panchmahal","7.1","4.7","0.0","15.2","15.2","0.9","27.9","29.8"
"134","1978","3","Gujarat","Panchmahal","12.7","5.0","0.0","17.7","17.7","1.3","35.9","38.1"
"134","1979","3","Gujarat","Panchmahal","13.3","4.8","0.0","19.3","19.3","1.5","38.9","41.1"
"134","1980","3","Gujarat","Panchmahal","13.1","5.2","0.0","21.9","21.9","1.0","41.2","44.7"
"134","1981","3","Gujarat","Panchmahal","17.3","5.5","0.0","22.5","22.5","0.8","46.1","51.4"
"134","1982","3","Gujarat","Panchmahal","20.2","5.4","0.0","29.9","29.9","1.2","56.7","62.0"
"134","1983","3","Gujarat","Panchmahal","21.6","5.7","0.0","32.0","32.0","1.0","60.3","66.9"
"134","1984","3","Gujarat","Panchmahal","21.5","6.5","0.0","33.1","33.1","0.8","61.9","71.0"
"134","1985","3","Gujarat","Panchmahal","20.5","4.1","0.0","28.8","28.8","0.8","54.2","59.1"
"134","1986","3","Gujarat","Panchmahal","12.4","1.9","0.1","25.2","25.3","0.0","39.6","46.5"
"134","1987","3","Gujarat","Panchmahal","16.1","3.3","0.1","32.9","33.0","0.0","52.4","60.2"
"134","1988","3","Gujarat","Panchmahal","17.9","9.5","5.6","27.1","32.7","0.3","60.4","73.5"
"134","1989","3","Gujarat","Panchmahal","19.4","6.2","6.5","23.7","30.2","0.9","56.7","79.0"
"134","1990","3","Gujarat","Panchmahal","26.6","6.9","1.2","30.2","31.4","0.0","64.9","101.6"
"134","1991","3","Gujarat","Panchmahal","26.1","7.3","1.2","24.0","25.2","0.0","58.6","115.6"
